Feature,Weight,Instance_ID
대출 목적_주택 개보수 <= -0.32,0.08967969437186499,TEST_0048
-0.50 < 최대 신용한도 <= -0.34,0.05052871540087503,TEST_0048
대출 목적_의료비 <= -0.13,0.20983935813743926,TEST_0049
대출 목적_자동차 구매 <= -0.10,0.1802939326133029,TEST_0049
대출 목적_주택 개보수 <= -0.32,0.09596311788789902,TEST_0049
-0.50 < 최대 신용한도 <= -0.34,0.05652429990129329,TEST_0049
연간 소득 <= -0.54,0.046246418500797866,TEST_0049
대출 목적_결혼 자금 <= -0.04,0.3062366879670717,TEST_0050
대출 목적_의료비 <= -0.13,0.2054350061343683,TEST_0050
대출 목적_자동차 구매 <= -0.10,0.1834581674736144,TEST_0050
최대 신용한도 > -0.08,-0.15645177430512427,TEST_0050
개설된 신용계좌 수 > 0.38,0.13347239130414643,TEST_0050
대출 목적_소규모 사업 자금 <= -0.05,0.3552058003033407,TEST_0051
대출 목적_의료비 <= -0.13,0.21881554488798288,TEST_0051
개설된 신용계좌 수 <= -0.92,-0.10205002171520663,TEST_0051
신용 거래 연수 > 0.40,-0.05876331567356574,TEST_0051
-0.50 < 최대 신용한도 <= -0.34,0.04892501629463976,TEST_0051
대출 목적_소규모 사업 자금 <= -0.05,0.3639400383343476,TEST_0052
대출 목적_의료비 <= -0.13,0.20973067015221283,TEST_0052
대출 목적_주택 개보수 <= -0.32,0.10682692987831857,TEST_0052
-0.34 < 최대 신용한도 <= -0.08,0.05922845016005574,TEST_0052
연간 소득 <= -0.54,0.05215468131428435,TEST_0052
대출 목적_의료비 <= -0.13,0.2127031880382187,TEST_0053
개설된 신용계좌 수 > 0.38,0.13031207483448676,TEST_0053
대출 목적_주택 개보수 <= -0.32,0.09418774578356152,TEST_0053
최대 신용한도 <= -0.50,0.05072848115825277,TEST_0053
신용 거래 연수 <= -0.75,0.04828506199343917,TEST_0053
대출 목적_의료비 <= -0.13,0.22065302423552396,TEST_0054
대출 목적_자동차 구매 <= -0.10,0.1921314316015372,TEST_0054
개설된 신용계좌 수 > 0.38,0.14505744659276296,TEST_0054
연간 소득 > 0.27,-0.0708920845842966,TEST_0054
-0.34 < 최대 신용한도 <= -0.08,0.05848425832893066,TEST_0054
대출 목적_의료비 <= -0.13,0.21185889405937436,TEST_0055
대출 목적_자동차 구매 <= -0.10,0.21110249551242158,TEST_0055
개설된 신용계좌 수 <= -0.92,-0.10871142441023758,TEST_0055
대출 목적_주택 개보수 <= -0.32,0.09574696059188136,TEST_0055
연간 소득 <= -0.54,0.057452605981631925,TEST_0055
대출 목적_의료비 <= -0.13,0.20689851667585255,TEST_0056
대출 목적_자동차 구매 <= -0.10,0.19200947085250553,TEST_0056
개설된 신용계좌 수 <= -0.92,-0.107255412310823,TEST_0056
최대 신용한도 <= -0.50,0.05916414032126205,TEST_0056
신용 거래 연수 > 0.40,-0.05810383882693416,TEST_0056
대출 목적_소규모 사업 자금 <= -0.05,0.3278895199239216,TEST_0057
대출 목적_의료비 <= -0.13,0.2110574978114302,TEST_0057
대출 목적_자동차 구매 <= -0.10,0.1745099612493148,TEST_0057
대출 목적_주택 개보수 <= -0.32,0.09558241357630974,TEST_0057
-0.50 < 최대 신용한도 <= -0.34,0.05321696486092345,TEST_0057
대출 목적_결혼 자금 <= -0.04,0.32258867535279384,TEST_0058
대출 목적_의료비 <= -0.13,0.2132894803482846,TEST_0058
대출 목적_자동차 구매 <= -0.10,0.18167389201747552,TEST_0058
대출 목적_주택 개보수 <= -0.32,0.08457336123359314,TEST_0058
최대 신용한도 <= -0.50,0.05641462903540392,TEST_0058
대출 목적_의료비 <= -0.13,0.22074327085646905,TEST_0059
대출 목적_자동차 구매 <= -0.10,0.1908493917538538,TEST_0059
개설된 신용계좌 수 <= -0.92,-0.11241734957047765,TEST_0059
대출 목적_주택 개보수 <= -0.32,0.09435545183906481,TEST_0059
-0.50 < 최대 신용한도 <= -0.34,0.056952527218126624,TEST_0059
대출 목적_의료비 <= -0.13,0.22531453634357324,TEST_0060
최대 신용한도 > -0.08,-0.16496606188717472,TEST_0060
개설된 신용계좌 수 <= -0.92,-0.106131538073559,TEST_0060
대출 목적_주택 개보수 <= -0.32,0.10234021918835608,TEST_0060
연간 소득 <= -0.54,0.05446325043145498,TEST_0060
대출 목적_결혼 자금 > -0.04,-0.303830242043956,TEST_0061
대출 목적_의료비 <= -0.13,0.2093026538631917,TEST_0061
대출 목적_자동차 구매 <= -0.10,0.2002070099758144,TEST_0061
개설된 신용계좌 수 <= -0.92,-0.10429043850449506,TEST_0061
최대 신용한도 <= -0.50,0.060885543476802896,TEST_0061
대출 목적_의료비 <= -0.13,0.20770023900252543,TEST_0062
대출 목적_자동차 구매 <= -0.10,0.1891006327942622,TEST_0062
개설된 신용계좌 수 <= -0.92,-0.10246685559548518,TEST_0062
신용 거래 연수 > 0.40,-0.06486358788334146,TEST_0062
연간 소득 <= -0.54,0.0544707568216312,TEST_0062
대출 목적_결혼 자금 <= -0.04,0.29456322187126055,TEST_0063
대출 목적_의료비 <= -0.13,0.2153104636246843,TEST_0063
신용 거래 연수 > 0.40,-0.055730047817317795,TEST_0063
-0.34 < 최대 신용한도 <= -0.08,0.05481010613986807,TEST_0063
연간 소득 <= -0.54,0.0497531033303688,TEST_0063
대출 목적_의료비 <= -0.13,0.22472075002876987,TEST_0064
대출 목적_자동차 구매 <= -0.10,0.18904509022070756,TEST_0064
최대 신용한도 > -0.08,-0.15959868520394632,TEST_0064
대출 목적_주택 개보수 <= -0.32,0.09138668245316718,TEST_0064
신용 거래 연수 > 0.40,-0.058610370125800205,TEST_0064
대출 목적_의료비 <= -0.13,0.21011522254784412,TEST_0065
대출 목적_자동차 구매 <= -0.10,0.20837910654991532,TEST_0065
최대 신용한도 <= -0.50,0.056737742926563604,TEST_0065
연간 소득 <= -0.54,0.046973922409338724,TEST_0065
마지막 연체 이후 경과 개월 수 > 0.96,-0.045290934167819034,TEST_0065
대출 목적_의료비 <= -0.13,0.22689083566217835,TEST_0066
대출 목적_자동차 구매 <= -0.10,0.19560674732996797,TEST_0066
최대 신용한도 > -0.08,-0.1624270483288871,TEST_0066
대출 목적_주택 개보수 <= -0.32,0.10136851537629522,TEST_0066
신용 거래 연수 > 0.40,-0.05190131490192643,TEST_0066
대출 목적_의료비 <= -0.13,0.20624682389847143,TEST_0067
대출 목적_주택 개보수 <= -0.32,0.10402531214272538,TEST_0067
연간 소득 > 0.27,-0.0788398738408336,TEST_0067
-0.50 < 최대 신용한도 <= -0.34,0.05692930243371938,TEST_0067
신용 거래 연수 > 0.40,-0.05383369654530366,TEST_0067
대출 목적_의료비 <= -0.13,0.23487204627623318,TEST_0068
대출 목적_자동차 구매 <= -0.10,0.21098098138283777,TEST_0068
최대 신용한도 > -0.08,-0.16296766403379387,TEST_0068
개설된 신용계좌 수 <= -0.92,-0.11267353146748411,TEST_0068
대출 목적_주택 개보수 <= -0.32,0.08885689194401292,TEST_0068
대출 목적_의료비 <= -0.13,0.21249875834893178,TEST_0069
대출 목적_자동차 구매 <= -0.10,0.17854065656291973,TEST_0069
개설된 신용계좌 수 <= -0.92,-0.10486486145497627,TEST_0069
최대 신용한도 <= -0.50,0.056660561754092655,TEST_0069
신용 거래 연수 <= -0.75,0.047305530225914105,TEST_0069
대출 목적_의료비 <= -0.13,0.21994927415267715,TEST_0070
대출 목적_자동차 구매 <= -0.10,0.21026440575166247,TEST_0070
최대 신용한도 > -0.08,-0.1628143823883856,TEST_0070
대출 목적_주택 개보수 <= -0.32,0.10706240581894699,TEST_0070
연간 소득 > 0.27,-0.07425026767217278,TEST_0070
대출 목적_의료비 <= -0.13,0.21089821537907102,TEST_0071
대출 목적_자동차 구매 <= -0.10,0.1935981382359573,TEST_0071
대출 목적_주택 개보수 <= -0.32,0.10144635206319338,TEST_0071
최대 신용한도 <= -0.50,0.048949709604285664,TEST_0071
신용 점수 <= -0.23,0.04772029136690574,TEST_0071
대출 목적_의료비 <= -0.13,0.22155734441316807,TEST_0072
대출 목적_자동차 구매 <= -0.10,0.18068022595780633,TEST_0072
개설된 신용계좌 수 <= -0.92,-0.10470995158518372,TEST_0072
최대 신용한도 <= -0.50,0.06647842414282751,TEST_0072
신용 거래 연수 <= -0.75,0.043908061011844204,TEST_0072
대출 목적_의료비 <= -0.13,0.21074469648541816,TEST_0073
개설된 신용계좌 수 <= -0.92,-0.10248204095255779,TEST_0073
대출 목적_주택 개보수 <= -0.32,0.09091687450490879,TEST_0073
-0.34 < 최대 신용한도 <= -0.08,0.05611552217251473,TEST_0073
신용 거래 연수 > 0.40,-0.051339016198895165,TEST_0073
대출 목적_소규모 사업 자금 <= -0.05,0.3479424241087617,TEST_0074
대출 목적_의료비 <= -0.13,0.21328408976145424,TEST_0074
대출 목적_자동차 구매 <= -0.10,0.19233520847788774,TEST_0074
대출 목적_주택 개보수 <= -0.32,0.08445792523169253,TEST_0074
최대 신용한도 <= -0.50,0.0627746935468943,TEST_0074
대출 목적_고액 구매 <= -0.08,0.24255707070807697,TEST_0075
대출 목적_의료비 <= -0.13,0.22540224061451328,TEST_0075
대출 목적_자동차 구매 <= -0.10,0.18644003878386986,TEST_0075
대출 목적_주택 개보수 <= -0.32,0.08946453750309794,TEST_0075
-0.50 < 최대 신용한도 <= -0.34,0.055780826194196935,TEST_0075
대출 목적_소규모 사업 자금 <= -0.05,0.35425553683898725,TEST_0076
대출 목적_의료비 <= -0.13,0.2218213423798989,TEST_0076
대출 목적_자동차 구매 <= -0.10,0.18850382257954357,TEST_0076
대출 목적_주택 개보수 <= -0.32,0.08557777886058951,TEST_0076
-0.34 < 최대 신용한도 <= -0.08,0.053378379709383784,TEST_0076
대출 목적_소규모 사업 자금 <= -0.05,0.36877847624724036,TEST_0077
대출 목적_의료비 <= -0.13,0.21496506361831377,TEST_0077
최대 신용한도 > -0.08,-0.15986415299764684,TEST_0077
대출 목적_주택 개보수 <= -0.32,0.09015038925004731,TEST_0077
연간 소득 > 0.27,-0.07412282103768114,TEST_0077
대출 목적_의료비 <= -0.13,0.21312348594468425,TEST_0078
